"created_at","twitter_id","screen_name","followers_count","friends_count","retweet_count","favorite_count","in_reply_to_screen_name","twitter_url","text","is_retweet","is_quote"
"2016-08-12T05:45:20Z","763974628918255617","Blacktivist__",663,440,0,0,,"http://twitter.com/Blacktivist__/status/763974628918255617","RT @PapppyQ: Fuck you want me to do vote for Trump? Hell nah this shit is headass https://t.co/6TllLEohUt",true,true
"2016-07-31T08:33:14Z","759668231393071104","THE_BLACKTIVIST",35,201,0,0,,"http://twitter.com/THE_BLACKTIVIST/status/759668231393071104","This Election basically boils down to the lesser of two evils  @HillaryClinton @realDonaldTrump https://t.co/ctzGvuV8rA",false,false
"2016-07-31T08:48:01Z","759671948829872128","Lyrical_Lord",575,816,0,0,,"http://twitter.com/Lyrical_Lord/status/759671948829872128","RT @THE_BLACKTIVIST: This Election basically boils down to the lesser of two evils  @HillaryClinton @realDonaldTrump https://t.co/ctzGvuV8rA",true,false
"2016-08-03T01:30:53Z","760649105181773824","ReaganCoalition",34085,16,0,0,,"http://twitter.com/ReaganCoalition/status/760649105181773824","All Rights Don’t Matter! Blacktivists Kick Out Trump Supporter from NYC Park (VIDEO) https://t.co/9EEh7wltmu https://t.co/OiG6PhpvLK",false,false
"2016-08-03T01:50:21Z","760654004749611008","Teria1950",155,123,0,0,,"http://twitter.com/Teria1950/status/760654004749611008","RT @ReaganCoalition: All Rights Don’t Matter! Blacktivists Kick Out Trump Supporter from NYC Park (VIDEO) https://t.co/9EEh7wltmu https://t…",true,false
"2016-08-03T01:57:35Z","760655825807564800","CharlesSingley",828,727,0,0,,"http://twitter.com/CharlesSingley/status/760655825807564800","All Rights Don’t Matter! Blacktivists Kick Out Trump Supporter from NYC Park (VIDEO) - https://t.co/akiUdVKmrN",false,false
"2016-08-03T14:52:40Z","760850881898246144","Joe_America1776",1545,136,0,0,,"http://twitter.com/Joe_America1776/status/760850881898246144","All Rights Don’t Matter! Blacktivists Kick Out Trump Supporter from NYC Park (VIDEO) #TCOT #WakeUpAmerica #PJNET https://t.co/evBW4MSUeU",false,false
"2016-08-03T20:31:48Z","760936227432378368","filmblacktivist",374,557,0,0,,"http://twitter.com/filmblacktivist/status/760936227432378368","""tho u can count the black ppl on 1 hand at a trump rally of thousands, racism wasn't a powerful factor in that circumstance"" white man says",false,false
"2016-08-04T21:34:19Z","761314347419246592","Lance_Lukenbill",50,151,0,0,,"http://twitter.com/Lance_Lukenbill/status/761314347419246592","All Rights Don’t Matter! Blacktivists Kick Out Trump Supporter from NYC Park (VIDEO) https://t.co/xxngAU5OSc",false,false
"2016-09-27T15:46:36Z","780795786565001216","Blacktivist__",691,424,0,0,,"http://twitter.com/Blacktivist__/status/780795786565001216","RT @antoniodelotero: #debatenight   trump: and yeah so china  ""your two minutes-""  trump: mexico!  ""your tw-""  trump: illegals!  ""YOUR TWO…",true,false
